article_id,article_title,abstract_text,annotations
37705566,External Iliac Artery Endofibrosis: A Discussion on Two Unique Cases.,"Iliac artery endofibrosis (IAE), as the name suggests, involves subintimal fibrosis of the iliac artery. IAE is most commonly associated with competitive athletics, particularly cycling, and remains a rather underappreciated diagnosis in the clinical setting. We present two unique and distinct presentations of IAE in competitive athletes. The first case involves a 38-year-old male cyclist who initially presented with complaints of a bulge at the right groin and acute onset monoplegia and paresthesia associated with exertion of the right lower extremity. This patient was referred to vascular surgery and underwent right common iliac artery and proximal common femoral artery endarterectomy with patch angioplasty and Fogarty embolectomy. Case 2 involves a 50-year-old female triathlete who presented with left lower extremity claudication of a more chronic course, with symptoms beginning approximately four years prior. The pain radiated to her upper thigh and was associated with exertion, restricting her exercise tolerance and return to training. After a diagnosis of IAE was made, she was referred to vascular surgery for a left iliofemoral bypass.","[('iliac artery endofibrosis', 'disease', 0, 25), ('iae', 'disease', 27, 30), ('subintimal fibrosis of the iliac artery', 'disease', 64, 103), ('iae', 'disease', 105, 108), ('athletics', 'sport', 154, 163), ('cycling', 'sport', 178, 185), ('iae', 'disease', 312, 315), ('bulge at the right groin', 'disease', 437, 461), ('acute onset monoplegia', 'disease', 466, 488), ('monoplegia', 'disease', 478, 488), ('paresthesia', 'disease', 493, 504), ('exertion of the right lower extremity', 'disease', 521, 558), ('left lower extremity claudication', 'disease', 811, 844), ('iae', 'disease', 1078, 1081)]"
37739576,Long-term risk of cardiovascular disease after traumatic brain injury: screening and prevention.,"Traumatic brain injury (TBI) is highly prevalent among individuals participating in contact sports, military personnel, and in the general population. Although it is well known that brain injury can cause neurological and psychiatric complications, evidence from studies on individuals exposed to a single or repetitive brain injuries suggests an understudied association between TBI and the risk of developing chronic cardiovascular diseases and risk factors for cardiovascular disease. Several studies have shown that people without pre-existing comorbidities who sustain a TBI have a significantly higher risk of developing chronic cardiovascular disease, than people without TBI. Similar observations made in military and professional American-style football cohorts suggest causal pathways through which modifiable cardiovascular risk factors might mediate the relationship between brain injury and chronic neurological diseases. A better understanding of cardiovascular disease risk after TBI combined with a proactive, targeted screening programme might mitigate long-term morbidity and mortality in individuals with TBI, and improve their quality of life.","[('traumatic brain injury', 'disease', 0, 22), ('tbi', 'disease', 24, 27), ('brain injury', 'disease', 182, 194), ('neurological and psychiatric complications', 'disease', 205, 247), ('brain injuries', 'disease', 320, 334), ('tbi', 'disease', 380, 383), ('chronic cardiovascular diseases', 'disease', 411, 442), ('cardiovascular disease', 'disease', 464, 486), ('tbi', 'disease', 576, 579), ('chronic cardiovascular disease', 'disease', 627, 657), ('tbi', 'disease', 679, 682), ('american-style football', 'sport', 739, 762), ('cardiovascular risk', 'disease', 820, 839), ('brain injury', 'disease', 887, 899), ('chronic neurological diseases', 'disease', 904, 933), ('cardiovascular disease', 'disease', 961, 983), ('tbi', 'disease', 995, 998), ('tbi', 'disease', 1124, 1127)]"
36924828,Return to sports following distal biceps tendon repair: A current concepts review.,"Distal biceps tendon ruptures are relatively rare injuries but tend to occur in active and athletic populations, especially in weightlifting and contact sports. The distal biceps tendon is an important supinator of the forearm and flexor of the elbow, thus an injury to this ligament can be invalidating for athletes. The aim of this review was to determine the ability and the time to return to sports following distal biceps tendon repair in athletes and the level of performance. The literature is scarce about the return to sports among athletes. Most studies include athletes are National Football League (NFL) players, others are weightlifters and a few recreational athletes. The return to play rate after distal biceps tendon repair is high. The performances of the returned players were similar to matched players and most players returned to the same level. Most players-depending on the sport-were not able to return to competition within the same season. In order to manage expectations, it should be discussed preoperatively with the athlete (and their coach) that the return to sports rate is high, but the return will probably be the following season.","[('distal biceps tendon ruptures', 'disease', 0, 29), ('weightlifting', 'sport', 127, 140), ('football', 'sport', 594, 602)]"
37812954,Prevention of shoulder injuries in volleyball players: The usefulness and efficiency of a warm-up routine.,"The objective of this study was to assess the efficiency of a warm-up routine focused on shoulder injury prevention in volleyball players.Prospective study.University.Eight recreational volleyball teams (44 males, 49 females) were included in the study and assigned to two different groups (prevention or control) in a blinded way. In the prevention group, the players had to perform specific exercises at the beginning of each training session twice a week.Injuries were recorded monthly in both groups with an online questionnaire.A significant decrease in the total number of injuries as well as in the severity of the injuries was observed in the prevention group in comparison to the control group (p = 0.0001-0.013). For the shoulder, a decrease in injury incidence was also observed in the prevention group. This decrease reached significance in male players (p = 0.045).The program appears to be efficient to reduce the risk of shoulder injuries in recreational volleyball players. Adjustments in the duration and in the contents of the program will have to be made to further improve compliance and better meet the requirements of both players and trainers.","[('shoulder injury', 'disease', 89, 104), ('volleyball', 'sport', 119, 129), ('volleyball', 'sport', 186, 196), ('shoulder injuries', 'disease', 936, 953), ('volleyball', 'sport', 970, 980)]"
36863405,Relationship Between Body Size and Skeletal Age with Muscle Damage in Young Soccer Players.,"This study verified the relationship between body size and skeletal age (SA) with the behavior of blood markers of muscle damage and delayed onset muscle soreness (DOMS) after a soccer match in the U-13 and U-15 categories. The sample consisted of 28 soccer players in the U-13 and 16 in the U-15 categories. Creatine kinase (CK), lactate dehydrogenase (LDH), and DOMS were evaluated up to 72 h after the match. Muscle damage was elevated at 0 h in U-13, and from 0 h to 24 h in U-15. DOMS increased from 0 h to 72 h in U-13 and from 0 h to 48 h in U-15. Significant associations of SA and fat-free mass (FFM) with muscle damage markers and DOMS were observed only in U-13, specifically at time 0 h, when SA explained 56% of CK and 48% of DOMS and FFM explained 48% of DOMS. We concluded that in the U-13 category, higher SA is significantly associated with muscle damage markers, and increase in FFM is associated with muscle damage markers and DOMS. Furthermore, U-13 players need 24 h to recover pre-match muscle damage markers and more than 72 h to recover DOMS. In contrast, the U-15 category needs 48 h to recover muscle damage markers and 72 h to recover DOMS.","[('muscle damage', 'disease', 115, 128), ('delayed onset muscle soreness', 'disease', 133, 162), ('doms', 'disease', 164, 168), ('soccer', 'sport', 178, 184), ('soccer', 'sport', 251, 257), ('doms', 'disease', 364, 368), ('muscle damage', 'disease', 412, 425), ('doms', 'disease', 485, 489), ('muscle damage', 'disease', 615, 628), ('doms', 'disease', 641, 645), ('doms', 'disease', 739, 743), ('doms', 'disease', 769, 773), ('muscle damage', 'disease', 858, 871), ('muscle damage', 'disease', 920, 933), ('doms', 'disease', 946, 950), ('muscle damage', 'disease', 1009, 1022), ('doms', 'disease', 1061, 1065), ('muscle damage', 'disease', 1120, 1133), ('doms', 'disease', 1162, 1166)]"
37991574,A 5-year follow-up of Achilles tendon reconstruction using a full-thickness graft processed with the clearant method and retrograde fixation in the calcaneus: a case study of an amateur soccer player.,"We present a case of a 41-year-old male amateur soccer player with no comorbidities, who experienced a rerupture of the Achilles tendon 5 years after his initial end-to-end plasty. To address this, we opted for a full-thickness reconstruction using a graft under the Clearant Process of the Achilles tendon. As an innovative approach, we proposed an alternative fixation technique, employing a Bio Composite Arthrex 9 mm x 35 mm interference screw, placed at the apex of the calcaneus body. For a period of 5 years, the patient underwent regular imaging follow-ups with Magnetic Resonance Imaging (MRI) and clinical assessments using the Foot and Ankle Ability Measure Activity Subscale Score and Foot and Ankle Ability Measure Sports Subscale Score. This case highlights the importance of exploring novel fixation methods for Achilles tendon reconstruction, particularly in cases of rerupture. The use of the Bio Composite Arthrex screw, in conjunction with the Clearant Process graft, demonstrated promising results both in imaging and functional outcomes, but more case studies with positive results are needed to evaluate the effectiveness of this reconstruction.","[('soccer', 'sport', 48, 54), ('rerupture of the achilles tendon', 'disease', 103, 135)]"
37508703,The Effects of FIFA 11+ Kids Prevention Program on Kinematic Risk Factors for ACL Injury in Preadolescent Female Soccer Players: A Randomized Controlled Trial.,"This study aimed to investigate the effects of the 8-week FIFA 11+ Kids program on kinematic risk factors for ACL injury in preadolescent female soccer players during single-leg drop landing. For this, 36 preadolescent female soccer players (10-12 years old) were randomly allocated to the FIFA 11+ Kids program and control groups (18 players per group). The intervention group performed the FIFA 11+ Kids warm-up program twice per week for 8 weeks, while the control group continued with regular warm-up. Trunk, hip, and knee peak angles (from initial ground contact to peak knee flexion) were collected during the single-leg drop landing using a 3D motion capture system. A repeated measure ANOVA was used to analyze groups over time. Significant group × time interactions were found for the peak knee flexion, with a medium effect size ( = 0.05; effect size = 0.11), and peak hip internal rotation angles, with a large effect size ( < 0.01; effect size = 0.28). We found that the FIFA 11+ Kids program was effective in improving knee flexion and hip internal rotation, likely resulting in reducing ACL stress during single-leg drop landing in young soccer players.","[('acl injury', 'disease', 110, 120), ('soccer', 'sport', 145, 151), ('soccer', 'sport', 226, 232), ('acl stress', 'disease', 1101, 1111), ('soccer', 'sport', 1152, 1158)]"
37071508,Interprofessional Team Collaboration for Routine and Emergent Mental Health Concerns Among Collegiate Student-Athletes: A Case Series from the Association for Athletic Training Education Research Network.,"Collegiate student-athletes experience an increasing number of mental health concerns. To help address these concerns and provide high-quality health care for student-athletes, institutions of higher education are being encouraged to create interprofessional health care teams that are specifically dedicated to managing mental health. We interviewed 3 interprofessional health care teams who collaborate to manage routine and emergency mental health conditions in collegiate student-athletes. Teams represented all 3 National Collegiate Athletics Association (NCAA) divisions and included athletic trainers, clinical psychologists, psychiatrists, dietitians and nutritionists, social workers, nurses, and physician assistants (associates). The interprofessional teams indicated that the existing NCAA recommendations helped to solidify members and roles of the mental health care team; however, they all believed their teams would benefit from more counselors and psychiatrists. Teams had different mechanisms for referral and accessing mental health resources on their campuses, which may make on-the-job training for new members of the team an organizational necessity.","[('athletics', 'sport', 538, 547)]"
37056586,Osteomyelitis of the Pubis Treated by Masquelet Technique in a Football Player: A Case Report.,"Osteomyelitis pubis is a rare disease that presents with fever, pubic or hip pain, pain during hip movement, and claudication to avoid pain. It most frequently affects young athletes involved in sports that require twisting and cutting, but its exact cause is unknown and no definite treatment has been established. We report a case of pubic osteomyelitis in a young football player who was treated using the Masquelet technique and antibiotics with a good clinical course.A 22-year-old male football player in a national-level university club team visited a nearby clinic complaining of high fever and mild pain in his bilateral hip joints. As a result of examination, we diagnosed osteomyelitis pubis and reconstructed the pubic symphysis by the Masquelet technique. In this case, the joint-like structure of the pubic symphysis was successfully reconstructed, and the patient was able to continue playing the sport. Three years and 3 months after surgery, he had no limitation of bilateral hip joint range of motion and did not display any symptoms while playing football.Masquelet technique could be a novel surgical method for managing osteomyelitis pubis, even in athletes.","[('osteomyelitis pubis', 'disease', 0, 19), ('pubic or hip pain', 'disease', 64, 81), ('pubic osteomyelitis', 'disease', 336, 355), ('football', 'sport', 367, 375), ('football', 'sport', 492, 500), ('osteomyelitis pubis', 'disease', 683, 702), ('football', 'sport', 1066, 1074), ('osteomyelitis pubis', 'disease', 1141, 1160)]"
36772266,Predicting Injuries in Football Based on Data Collected from GPS-Based Wearable Sensors.,"The growing intensity and frequency of matches in professional football leagues are related to the increasing physical player load. An incorrect training model results in over- or undertraining, which is related to a raised probability of an injury. This research focuses on predicting non-contact lower body injuries coming from over- or undertraining. The purpose of this analysis was to create decision-making models based on data collected during both training and match, which will enable the preparation of a tool to model the load and report the increased risk of injury for a given player in the upcoming microcycle. For this purpose, three decision-making methods were implemented. Rule-based and fuzzy rule-based methods were prepared based on expert understanding. As a machine learning baseline XGBoost algorithm was considered. Taking into account the dataset used containing parameters related to the external load of the player, it is possible to predict the risk of injury with a certain precision, depending on the method used. The most promising results were achieved by the machine learning method XGBoost algorithm (Precision 92.4%, Recall 96.5%, and F1-score 94.4%).","[('football', 'sport', 63, 71), ('body injuries', 'disease', 304, 317)]"
37949570,Lower limb muscle activation pattern in male soccer players with lumbar hyperlordosis.,"the aim of the current study was to compare the lower limb muscle activation pattern in soccer players with and without lumbar hyperlordosis during single-leg squat performance.thirty male collegiate soccer players (15 with and 15 without lumbar hyperlordosis) performed the SLS task. Surface EMG was used to record the activation of eleven lower limb muscles. The activation of these muscles reduces to 100 points during the SLS cycle, where 50% demonstrates the maximum knee flexion, and 0% and 99% demonstrate the maximum knee extension.soccer players with lumbar hyperlordosis had higher muscle activation than those with normal lumbar lordosis in gluteus maximus, biceps femoris, and medial gastrocnemius. By contrast, they had lower gluteus medius, vastus medialis oblique, rectus femoris, soleus, and medial gastrocnemius (only in the final ascent phase of the SLS) muscle activity than the normal group during the SLS.this alteration may negatively affect targeted muscle performance during the SLS. Subsequent study is required to specify whether such an alteration in the lower limb muscle could be accompanied by injury in soccer players and change in their athletic performance.","[('soccer', 'sport', 88, 94), ('lumbar hyperlordosis', 'disease', 120, 140), ('soccer', 'sport', 200, 206), ('lumbar hyperlordosis', 'disease', 239, 259), ('soccer', 'sport', 540, 546), ('lumbar hyperlordosis', 'disease', 560, 580), ('injury', 'disease', 1124, 1130), ('soccer', 'sport', 1134, 1140)]"
36800749,An overview of injury prevention for soccer players in Pakistan: A sports rehab perspective.,"Soccer (football) is one of the most popular weight-bearing sports in the world, which involves activities such as jumping, running and turning. Soccer related injuries have the highest incidence in all sports and are more common in young amateur players. The most important modifiable risk factors include neuromuscular control, postural stability, hamstring strength and core dysfunction. The International Federation of Football Association introduced FIFA 11+; an injury prevention programme for reduction in the rate of injuries in amateur and young soccer players. It focusses on the training of dynamic, static and reactive neuromuscular control, proper posture, balance, agility and control of the body. This training protocol is not being used in Pakistan at amateur level who neither possess the resources, nor the knowledge or proper guidance in risk factor assessment, prevention, and subsequent sport injury management. In addition, the physicians and rehabilitation community are not much familiar with it except for those directly involved in sports rehabilitation. This review highlights the importance of including FIFA 11+ training programme in the curriculum and faculty training.","[('soccer', 'sport', 0, 6), ('football', 'sport', 8, 16), ('soccer', 'sport', 145, 151), ('core dysfunction', 'disease', 373, 389), ('football', 'sport', 423, 431), ('soccer', 'sport', 555, 561)]"
37330790,Recovery of two elite footballers from adductor strain with dry needling and eccentric strengthening: Two case studies.,"Groin injuries are common in sports, almost 68% adductor strain among them, which generally more prone in football, soccer, hockey, and other games. The available literature well describes the rehabilitation phase of adductor strain but an application of dry needling on adductor injuries are not yet established.Two national-level younger football players were clinically diagnosed with the adductor strain. They had severe pain on medial aspect of the thigh, aggravated with kicking and functional activity (VAS- 8/10, LEFS 58/80, 69/80). The therapist assessed the patients and designed their rehabilitation protocol as per their findings of the examination.The lower extremity functional scale (LEFS), global rating scale, and VAS were used as outcome variables. The total intervention was given for 10-12 weeks, follow up had been taken for 4 months.The application of dry needling reduced the pain, improved and relieved the symptoms. The eccentric strengthening of the adductors and core stability improved the strength as well as functional activity of the lower limb. The case study is not generalized the effect of treatment. Thus, a randomized control trial is suggested for further study.","[('groin injuries', 'disease', 0, 14), ('football', 'sport', 106, 114), ('soccer', 'sport', 116, 122), ('hockey', 'sport', 124, 130), ('adductor strain', 'disease', 217, 232), ('adductor injuries', 'disease', 271, 288), ('football', 'sport', 340, 348), ('adductor strain', 'disease', 392, 407), ('pain on medial aspect of the thigh', 'disease', 425, 459)]"
36729651,Carpal Tunnel Syndrome in Athletes Who Compete in Wheelchair Sport: A Scoping Review.,"The purpose of this review was to understand the research on carpal tunnel syndrome in athletes who compete in wheelchair sport. Eight articles were identified using the search strategy. The most common sport evaluated was wheelchair basketball ( N = 4). Most athletes were male and were diagnosed with a spinal cord injury. Different clinical and electrodiagnostic criteria have been used to diagnose carpal tunnel syndrome. Two studies incorporated ultrasound into the clinical evaluation of median nerve pathology. The duration of disability and wheelchair use were associated with increased risk of carpal tunnel syndrome in four studies. There was no association between training load and the prevalence of carpal tunnel syndrome. No study has explored the functional implications of carpal tunnel syndrome on sports participation and performance. No study has assessed the prevention and treatment of carpal tunnel syndrome in individuals who compete in wheelchair sport. This review provides an understanding of the important diagnostic tools, and demographic and training risk factors to consider when evaluating para-athletes for carpal tunnel syndrome and highlights areas for future research.","[('carpal tunnel syndrome', 'disease', 61, 83), ('wheelchair basketball', 'sport', 223, 244), ('spinal cord injury', 'disease', 305, 323), ('carpal tunnel syndrome', 'disease', 402, 424), ('median nerve pathology', 'disease', 494, 516), ('carpal tunnel syndrome', 'disease', 603, 625), ('carpal tunnel syndrome', 'disease', 712, 734), ('carpal tunnel syndrome', 'disease', 789, 811), ('carpal tunnel syndrome', 'disease', 907, 929), ('carpal tunnel syndrome', 'disease', 1139, 1161)]"
36671788,Do Repeated Sprints Affect the Biceps Femoris Long Head Architecture in Football Players with and without an Injury History?-A Retrospective Study.,"The aim of this study was to compare the biceps femoris long head (BFlh) architecture between football players with (twelve) and without (twenty) history of BFlh injury before and after a repeated sprint task. Fascicle length (FL), pennation angle (PA) and muscle thickness (MT) were assessed at rest and in the active condition before and after the repeated sprint protocol. Athletes with previous BFlh injury showed shorter FL at rest (p = 0.014; η2p = 0.196) and active state (p < 0.001; η2p = 0.413), and greater PA at rest (p = 0.002; η2p = 0.307) and active state (p < 0.001; η2p = 0.368) before and after the task. Intra-individual comparisons showed that injured limbs have shorter FL at rest (p = 0.012; η2p = 0.519) and in the active state (p = 0.039; η2p = 0.332), and greater PA in passive (p < 0.001; η2p = 0.732) and active conditions (p = 0.018; η2p = 0.412), when compared with contralateral limbs. Injured players, at rest and in the active condition, display shorter BFlh FL and greater PA than contralateral and healthy controls after repeated sprints. Moreover, the BFlh of injured players presented a different architectural response to the protocol compared with the healthy controls.","[('football', 'sport', 94, 102), ('bflh injury', 'disease', 157, 168), ('bflh injury', 'disease', 399, 410)]"
38008781,An outbreak of type C botulism in free-ranging Southern lapwing (Vanellus chilensis).,"In the fall of 2021, a significant mortality event in free-ranging Southern Lapwing (Vanellus chilensis) occurred on a soccer field in southern Brazil. Approximately 130 adult southern lapwings died after showing weakness and flaccid paralysis, characterized by the inability to move or fly and drooped wings. Due to the large number of animals affected, there was concern that they had been criminally poisoned. The affected birds were found to have ingested maggots in fresh poultry litter incorporated into the grass surface. Postmortem examinations of four southern lapwings revealed no significant gross and histological findings. Polymerase Chain Reaction (PCR) for influenza A virus, flavivirus, and paramyxovirus was negative. Based on the epidemiological and clinical findings and the negative viral results, a presumptive diagnosis of botulism was made. This diagnosis was confirmed through mouse bioassay and seroneutralization, which detected botulinum toxin type C. Maggots loaded with botulinum neurotoxins were the probable vehicle for intoxication in the outbreak. Considering the impact of avian botulism on wild bird populations, our results may help prevent similar outbreaks in the future.","[('soccer', 'sport', 119, 125), ('flaccid paralysis', 'disease', 226, 243), (' this diagnosis was c', 'disease', 863, 884), ('firmed through mouse bio', 'disease', 886, 910), ('say and seroneutralization, whic', 'disease', 912, 944)]"
37014607,Epidemiology of Common Injuries in the Volleyball Athlete.,"To review the recent literature regarding the epidemiology of injuries in the volleyball athlete across all levels of play and to discuss areas where further studies are needed.Injury epidemiology for volleyball at the collegiate and high school level has been supported by a longitudinal injury surveillance program through the NCAA Injury Surveillance System (NCAA ISS) and High School Reporting Information Online (HS RIO) for the past 30 years. The creation of the FIVB Injury Surveillance System (FIVB ISS) in 2010 shows promise in advancing the literature on the injury at the professional level, and further studies on beach volleyball injuries are needed. Overall, injury patterns in volleyball in the past decade showed similar distribution to prior studies, but the rate of injury may be decreasing. Common injuries in volleyball include ankle sprains, patellar tendinopathy, finger and thumb sprains, overuse injuries of the shoulder, and concussions. Injury surveillance from the NCAA has demonstrated injury trends at the collegiate level, but further longitudinal studies are needed to evaluate injury at the professional level and for beach volleyball to help develop injury prevention strategy.","[('volleyball', 'sport', 78, 88), ('volleyball', 'sport', 201, 211), ('volleyball', 'sport', 632, 642), ('volleyball', 'sport', 692, 702), ('volleyball', 'sport', 829, 839), ('injuries of the shoulder', 'disease', 920, 944), ('beach volleyball', 'sport', 1150, 1166)]"
37736666,Effects of shoe collar types on ankle and knee biomechanics characteristics when performing the side-step cutting task.,"This study aimed to examine the effect of football shoes with different collar types on ankle and knee kinematic and kinetics features during 45° and 135° side-step cutting tasks. Fifteen healthy college football players volunteered for the study. Each participant was instructed to perform side-step cutting tasks with high, low, and no collar football shoes. The kinematic and ground reaction force data were measured using a Vicon motion capture system and a Kistler force plate, respectively. Two-way MANOVAs with repeated measures were used to examine the effect of shoe collar type and task conditions. There were no interaction effects. The high collar football shoe showed decreased ankle range of motion in the sagittal plane ( = 0.010) and peak ankle external rotation moment ( = 0.009) compared to the no collar football shoe. The high ( = 0.025) and low ( = 0.029) collar football shoes presented greater peak ankle external rotation angles than the no collar football shoe. These results imply that football shoes with high collars made of high intensity knitted fabric could be used to restrict ankle joint movement, with potential implications for decreasing the risk of ankle sprain injuries in football players.","[('football', 'sport', 42, 50), ('football', 'sport', 204, 212), ('football', 'sport', 345, 353), ('football', 'sport', 660, 668), ('football', 'sport', 823, 831), ('football', 'sport', 884, 892), ('football', 'sport', 972, 980), ('football', 'sport', 1012, 1020), ('ankle sprain injuries', 'disease', 1186, 1207), ('football', 'sport', 1211, 1219)]"
38021974,How Subtalar Kinematics Affects Knee Laxity in Soccer Players After Anterior Cruciate Ligament Injury?,"Purpose The goal of the current study was to ascertain whether there is an association between foot pronation and anterior cruciate ligament (ACL) injury in a group of elite professional soccer players. Methods Two groups of soccer players were studied, all of whom played in the Greek Super League. The ACL group included players who had suffered an ACL injury in the last 2 years. The non-ACL group was composed of players who had never suffered an ACL injury. We used a 3D baropodometric laser scanner to measure pronation or overpronation (navicular drop phenomenon) of the subtalar joint and how this affects the subtalar joint while standing. We assessed ACL laxity using the Genourob Rotab. Results ACL-injured patients, regardless of the mechanism of injury, exhibited greater navicular drop values than a randomly selected group of subjects with no history of ACL injury. Conclusion Greater knee joint laxity and subtalar pronation may be associated with an increased risk of ACL injury. Pronation of the foot appears to be a risk factor for ACL injury. These findings should be integrated into future studies to better define how neuromuscular control related to lower extremity biomechanics is associated with ACL injury.","[('anterior cruciate ligament (acl) injury', 'disease', 114, 153), ('soccer', 'sport', 187, 193), ('acl injury', 'disease', 351, 361), ('acl injury', 'disease', 451, 461), ('acl-injured patients', 'disease', 706, 726), ('injury', 'disease', 759, 765), ('acl injury', 'disease', 869, 879), ('acl injury', 'disease', 985, 995), ('acl injury', 'disease', 1051, 1061), ('acl injury', 'disease', 1221, 1231)]"
37662228,Heterogeneous SARS-CoV-2 kinetics due to variable timing and intensity of immune responses.,"The viral kinetics of documented SARS-CoV-2 infections exhibit a high degree of inter-individual variability. We identified six distinct viral shedding patterns, which differed according to peak viral load, duration, expansion rate and clearance rate, by clustering data from 810 infections in the National Basketball Association cohort. Omicron variant infections in previously vaccinated individuals generally led to lower cumulative shedding levels of SARS-CoV-2 than other scenarios. We then developed a mechanistic mathematical model that recapitulated 1510 observed viral trajectories, including viral rebound and cases of reinfection. Lower peak viral loads were explained by a more rapid and sustained transition of susceptible cells to a refractory state during infection, as well as an earlier and more potent late, cytolytic immune response. Our results suggest that viral elimination occurs more rapidly during omicron infection, following vaccination, and following re-infection due to enhanced innate and acquired immune responses. Because viral load has been linked with COVID-19 severity and transmission risk, our model provides a framework for understanding the wide range of observed SARS-CoV-2 infection outcomes.","[('sars-cov-2 infections', 'disease', 33, 54), ('basketball', 'sport', 307, 317), ('omicron infection', 'disease', 923, 940), ('covid-19', 'disease', 1086, 1094), ('sars-cov-2 infection', 'disease', 1203, 1223)]"
37791208,Multiple Bony Mallet Finger Injuries in One Hand of a 14-Year-Old Boy.,"Bony mallet finger injuries, commonly seen as isolated incidents, typically occur in active individuals. We report a rare case of simultaneous avulsion fractures at the distal phalangeal bases of the second, third, and fourth fingers on the right hand of a 14-year-old boy following a forced passive flexion injury during a football game. The patient initially received conservative management with a finger extension splint for the distal interphalangeal (DIP) joints. However, one week after the injury, we performed surgical fixation on all affected digits using the K-wire extension block method due to multiple fractures and the patient's intolerance for the mallet finger splint. After six weeks, all K-wires were removed, and physiotherapy sessions began. Three months post-injury, the second and fourth DIP joints demonstrated an ""Excellent"" outcome, and the third DIP joint demonstrated a ""Good"" outcome based on Crawford's criteria for outcome assessment of mallet finger injury after management. This case highlights the importance of early detection and appropriate management of concomitant mallet finger injuries in pediatric patients to prevent potential complications that could impair hand function and quality of life.","[('bony mallet finger injuries', 'disease', 0, 27), ('avulsion fractures', 'disease', 143, 161), ('forced passive flexion injury', 'disease', 285, 314), ('football', 'sport', 324, 332), ('mallet finger injury', 'disease', 968, 988), ('mallet finger injuries', 'disease', 1104, 1126)]"
37055780,Compensatory muscle activation and spinal curve changes in response to fatigue among adolescent male athletes.,"The prone plank test has been often used to assess the strength and endurance of trunk muscles. We aimed to develop a new measurement protocol to objectively monitor the changes in spinal curves and muscle activity simultaneously.Eleven adolescent male basketball athletes (13-17 years) performed a one-minute plank test. Spinal curvatures (thoracic kyphosis (TK) and lumbar lordosis (LL)) were determined at each time point by optical tracking of markers placed on the spinous processes of 10 vertebrae. Eleven muscles were measured by surface electromyography to determine muscle fatigue via changes in median frequency.TK significantly increased (p = 0.003) from the first to the last 10 s of the plank test; changes in LL were mixed within the group. Only the rectus abdominis showed consistent and significant fatigue (p < 0.001). The increased spinal curves significantly correlated with the fatigue of biceps femoris (TK: r = -0.75, p = 0.012; LL: r = -0.71, p = 0.019) indicating a compensatory muscle activation and spinal curve changes in response to fatigue.Our protocol may support future researches that aim to objectively evaluate the prone plank test and which posture-related muscles need strengthening for the individual.","[('basketball', 'sport', 253, 263), ('thoracic kyphosis', 'disease', 341, 358), ('lumbar lordosis', 'disease', 368, 383), ('fatigue of biceps femoris', 'disease', 898, 923)]"
37374163,Athletic Burnout and Its Association with Diet in Children and Adolescents.,"Children today are constantly exposed to several risk factors and high levels of stress that can impact their mental, emotional, and physical health, which can trigger burnout. The objective of this study was to determine the prevalence and frequency of burnout in young amateur athletes and to study the role of the Mediterranean diet on burnout risk. An observational, cross-sectional, and descriptive study of 183 basketball players between 8 and 15 years old was carried out. Adherence to the Mediterranean diet was assessed using the KIDMED questionnaire and the risk of burnout was assessed with the Athlete Burnout Questionnaire. Medians, minimums and maximum values for quantitative variables and absolute frequencies and percentages for qualitative variables were obtained. The results show a higher percentage of burnout among girls. The children who meet the established threshold for burnout spend more time watching television. Participants with better adherence to the Mediterranean diet have lower burnout values in both genders and those with a higher risk of burnout have a worse adherence to the Mediterranean diet. Therefore, it is important to implement a balanced diet appropriate to the individual needs of the athlete.","[('burnout', 'disease', 168, 175), ('burnout', 'disease', 254, 261), ('burnout risk', 'disease', 339, 351), ('basketball', 'sport', 417, 427), ('burnout', 'disease', 576, 583), ('burnout', 'disease', 823, 830), ('burnout', 'disease', 896, 903), ('burnout', 'disease', 1013, 1020), ('burnout', 'disease', 1076, 1083)]"
37706096,Raw Water and ALS: A Unifying Hypothesis for the Environmental Agents Involved in ALS.,"Different studies identified the presence of several altered genes in familial and sporadic amyotrophic lateral sclerosis (ALS) forms. The experimental data, together with the epidemiological data, would seem to suggest the existence of molecular mechanisms (e.g., axonal transport) related to these genes, together with a susceptibility of the same genes to certain environmental factors that would therefore suggest an impact of the environment on the etiopathogenesis of ALS. In our review, we considered the most relevant environmental clusters around the world, collecting different hypotheses and underlining common environmental factors among the different clusters. Moreover, further epidemiological data identified a higher risk of ALS in professional athletes and, in particular, in soccer and football players. Despite this increased risk of ALS highlighted by the epidemiological evidence in aforementioned sports, the mechanisms remain unclear. At last, the use of raw water has been associated with ALS risk. The aim of the present review is to characterize a possible relationship between these clusters, to be explored in the context of the interaction between genetic and environmental factors on the etiopathogenesis of ALS.","[('amyotrophic lateral sclerosis', 'disease', 92, 121), ('als', 'disease', 123, 126), ('als', 'disease', 474, 477), ('als', 'disease', 741, 744), ('football', 'sport', 804, 812), ('als', 'disease', 853, 856), ('als', 'disease', 1013, 1016), ('als', 'disease', 1238, 1241)]"
