article_id,article_title,abstract_text,annotations
38262892,Dysphagia in patients with sickle cell disease: An understudied problem.,"Dysphagia which is defined as disordered swallowing is well known as one of the most common and dangerous symptoms of many diseases, including neurological disorders such as Parkinson's disease, amyotrophic lateral sclerosis, myasthenia gravis, and most commonly, stroke. Strokes are a potentially devastating complication of sickle cell disease (SCD), the most common genetic hemoglobinopathy worldwide, yet little is known about dysphagia as it relates to SCD. Thus, the purposes of this article are to review briefly the primary causes and health consequences of dysphagia, to highlight the relevance of dysphagia to SCD, to review what little is known about dysphagia in SCD, to recommend, based on our consensus and the available literature, when to screen, evaluate, and monitor dysphagia in patients with SCD, and to outline unanswered questions where research on dysphagia in SCD might improve health outcomes.","[('dysphagia', 'disease', 0, 9), ('neurological disorders', 'disease', 143, 165), (""parkinson's disease"", 'disease', 174, 193), ('amyotrophic lateral sclerosis', 'disease', 195, 224), ('myasthenia gravis', 'disease', 226, 243), ('sickle cell disease', 'disease', 326, 345), ('scd', 'disease', 347, 350), ('dysphagia', 'disease', 431, 440), ('scd', 'disease', 458, 461), ('dysphagia', 'disease', 566, 575), ('dysphagia', 'disease', 607, 616), ('scd', 'disease', 620, 623), ('dysphagia', 'disease', 662, 671), ('scd', 'disease', 675, 678), ('dysphagia', 'disease', 785, 794), ('scd', 'disease', 812, 815), ('dysphagia', 'disease', 871, 880), ('scd', 'disease', 884, 887)]"
38269554,[Vaccination in the elderly in sub-Saharan Africa: Relevance and scheduling model].,"According to the World Health Organisation (WHO), recent decades have seen a major increase in the number of elderly people in Africa. Persistent infectious diseases are responsible for high morbidity and mortality in this immuno-senescent population, making vaccination an effective preventive measure. In developed countries, vaccination programs are in place and regularly updated. In sub-Saharan Africa, however, vaccination is still reserved for children, and access for seniors remains limited by a number of factors. The aim of this study was to use a systematic review to demonstrate the relevance of vaccination in this field, and to propose an appropriate vaccination schedule. Ultimately, vaccines against influenza, pneumococcus (23-valent), herpes zoster, diphtheria, pertussis and tetanus should be systematically recommended. Others may be discussed, depending on the fragility of the patient's condition.","[('infectious diseases', 'disease', 146, 165), ('influenza', 'disease', 717, 726), ('herpes zoster', 'disease', 754, 767), ('diphtheria', 'disease', 769, 779), ('pertussis', 'disease', 781, 790), ('tetanus', 'disease', 795, 802)]"
38269859,Development Process for Type 2 Diabetes Patient Applications: Findings from a Literature Review.,"For type 2 diabetes (T2D) patients, self-management of the disease is an essential part of the treatment. Patient portals and personal health records (PHRs) are powerful applications for self-managing T2D. It is however unclear what features of existing applications provide best support for self-management of type 2 diabetes. We retrieved and analyzed twenty-two studies to identify features which promote self-management of T2D. The results elicited 10 different features and showed that use of patient portals was associated with different health outcomes. Secure messaging, Viewing laboratory results, and Accessing medication history were the most common features, and some specific features were associated with health outcomes. In general, patient portals and PHRs were associated with improved health outcomes. Finally, nine overall recommendations for the development process of patient portals were identified.","[(' type 2 diabetes', 'disease', 3, 19), ('t2d', 'disease', 21, 24), ('t2d', 'disease', 201, 204), ('type 2 diabetes', 'disease', 311, 326), ('t2d', 'disease', 427, 430)]"
38265373,Leptospirosis Associated Digital Gangrene of Lower Extremities: Two Cases and Review of Literature.,"Leptospirosis is the most common zoonotic illness worldwide, caused by pathogenic spirochete bacteria called Leptospira. It is clinically presented with mild to moderate in most cases. However, sometimes, the course may be severe with multiorgan dysfunction.We present two rare cases of leptospirosis with peripheral dry gangrene of the lower extremities. A 25-year-old male, farmer by occupation without any significant past medical history had been diagnosed with a case of leptospirosis that complicated to digital gangrene on 15 days of illness during hospitalization. Another 21-year-old male student was admitted for leptospirosis and developed digital gangrene on 19 days of illness. All clinical findings were resolved on the steroid.Apart from a high index of suspicion and awareness of unusual manifestations, serology plays a vital role in making an accurate and quick diagnosis to initiate appropriate therapy.","[('leptospirosis', 'disease', 0, 13), ('multiorgan dysfunction', 'disease', 235, 257), ('leptospirosis', 'disease', 287, 300), ('peripheral dry gangrene', 'disease', 306, 329), ('leptospirosis', 'disease', 476, 489), ('gangrene', 'disease', 518, 526), ('leptospirosis', 'disease', 623, 636), ('gangrene', 'disease', 659, 667)]"
38262719,Delayed drug-induced liver injury (DILI) and flare of chronic plaque psoriasis secondary to lisinopril use.,"Lisinopril is an ACE inhibitor commonly used in the treatment of cardiovascular and renal disease. Rarely, ACE inhibitors have been associated with cholestatic jaundice and hepatitis, with potential risk of fulminant hepatic failure if continued. There is limited information available regarding the risk of hepatic failure secondary to lisinopril use, with a handful of case reports demonstrating drug-induced liver injury at varying time scales from drug initiation. In this case, we present a man with symptoms of cholestatic jaundice, a blistering skin rash and flare of chronic plaque psoriasis, 27 months after lisinopril initiation for hypertension. Biochemical, serological and radiological investigations of an alternative cause for his jaundice were unremarkable. Cessation of lisinopril led to a rapid and sustained improvement in liver biochemistry and a significant improvement in his chronic plaque psoriasis.","[('cardiovascular and renal disease', 'disease', 65, 97), ('cholestatic jaundice', 'disease', 148, 168), ('hepatitis', 'disease', 173, 182), ('fulminant hepatic failure', 'disease', 207, 232), ('hepatic failure', 'disease', 308, 323), ('drug-induced liver injury', 'disease', 398, 423), ('cholestatic jaundice', 'disease', 517, 537), ('chronic plaque psoriasis', 'disease', 575, 599), ('chronic plaque psoriasis', 'disease', 898, 922)]"
38262861,Neonatal salt wasting syndrome: Aldosterone synthase deficiency caused by a new splicing variant in CYP11B2.,"Aldosterone synthase deficiency (ASD) is a rare autosomal recessive disorder involving isolated aldosterone deficiency without any compromise of other adrenal hormones. This condition manifests mainly in the neonatal period and in infants as a salt wasting syndrome with vomiting and failure to thrive. Due to its potentially life-threatening effects, ASD requires a careful and early diagnosis based on appropriate hormonal investigations in order to initiate adequate management: rehydration as well as salt and fludrocortisone supplementation. Genetic analysis of the CYP11B2 gene will confirm ASD in most cases. We report the case of a newborn with a typical clinical presentation associated with some uncommon phenotypic features (hyperhidrosis, liver injury). Furthermore, our patient carries a new CYP11B2 splicing variant to be added to the approximately 60 pathogenic or likely pathogenic variants already reported.","[('aldosterone synthase deficiency', 'disease', 0, 31), ('asd', 'disease', 33, 36), ('autosomal recessive disorder', 'disease', 48, 76), ('aldosterone deficiency', 'disease', 96, 118), ('salt wasting syndrome', 'disease', 244, 265), ('asd', 'disease', 352, 355), ('asd', 'disease', 597, 600), ('hyperhidrosis', 'disease', 736, 749), ('liver injury', 'disease', 751, 763)]"
38262557,Optic neuropathy in high myopia: Glaucoma or high myopia or both?,"Due to the increasing prevalence of high myopia around the world, structural and functional damages to the optic nerve in high myopia has recently attracted much attention. Evidence has shown that high myopia is related to the development of glaucomatous or glaucoma-like optic neuropathy, and that both have many common features. These similarities often pose a diagnostic challenge that will affect the future management of glaucoma suspects in high myopia. In this review, we summarize similarities and differences in optic neuropathy arising from non-pathologic high myopia and glaucoma by considering their respective structural and functional characteristics on fundus photography, optical coherence tomography scanning, and visual field tests. These features may also help to distinguish the underlying mechanisms of the optic neuropathies and to determine management strategies for patients with high myopia and glaucoma.","[('myopia', 'disease', 41, 47), ('myopia', 'disease', 127, 133), ('myopia', 'disease', 202, 208), ('glaucomatous or glaucoma-like optic neuropathy', 'disease', 242, 288), ('glaucoma', 'disease', 426, 434), ('myopia', 'disease', 452, 458), ('optic neuropathy', 'disease', 521, 537), ('myopia', 'disease', 571, 577), ('glaucoma', 'disease', 582, 590), ('optic neuropathies', 'disease', 828, 846), ('myopia', 'disease', 909, 915), ('glaucoma', 'disease', 920, 928)]"
38270015,The Saltomachy War - A Metaverse Escape Room on the War Against Salt.,"Excessive salt intake is a risk factor that leads to cardiovascular diseases. Public education on healthy eating habits and maintaining a healthy lifestyle can enable consumers to make better informed choices. This study developed a Metaverse Escape Room to increase public awareness on the ""War Against Salt"". Known as ""The Saltomachy War"" (TSW), 29 participants played the game in teams to solve puzzles across five ""worlds"" (rooms) to ""escape"" the game. Median post-game knowledge quiz scores were significantly higher than the pre-game quiz scores (12/15 versus 9/15, p<0.001). All players agreed that the content in TSW was useful in daily life (100%). TSW was easy to navigate (93.1%) and majority were engaged and actively participated in gameplay (96.6%). The storyline was creative and interesting (93.1%). Almost all players liked TSW to be in their curriculum and would recommend TSW to friends and family (96.6% each).","[('cardiovascular diseases', 'disease', 53, 76)]"
38269311,Successful dabrafenib and trametinib combination therapy in a patient with recurrent -mutant non-small-cell lung cancer and coexisting radiation pneumonitis.,"There have been several reports of drug-induced lung injury caused by molecular-targeted agents. Additionally, medical history of interstitial lung disease and chest irradiation are established risk factors for the development and progression of drug-induced lung injury. Moreover, the presence of fibrosis on chest computed tomography before treatment is a predictive factor for the appearance of pneumonia induced by anticancer drugs. Accordingly, patients with a history of interstitial lung disease or pneumonitis were excluded from clinical trials of dabrafenib and trametinib combination therapy for patients with previously treated  -mutant metastatic non-small-cell lung cancer. This article presents a case of successful dabrafenib and trametinib combination therapy in a patient with  -mutant non-small-cell lung cancer who had a history of radiation pneumonitis and developed recurrence after conventional chemoradiotherapy.","[('drug-induced lung injury', 'disease', 35, 59), ('lung disease', 'disease', 143, 155), ('drug-induced lung injury', 'disease', 246, 270), ('fibrosis', 'disease', 298, 306), ('pneumonia', 'disease', 398, 407), ('interstitial lung disease', 'disease', 477, 502), ('pneumonitis', 'disease', 506, 517), ('mutant metastatic non-small-cell lung cancer', 'disease', 641, 685), ('mutant non-small-cell lung cancer', 'disease', 796, 829), ('radiation pneumonitis', 'disease', 851, 872)]"
38262044,Pyridyl-Linked Hetero Hydrazones: Transmembrane H/Cl Symporters with Efficient Antibacterial Activity.,"The development of potent antibacterial agents has become increasingly difficult as bacteria continue to evolve and develop resistance to antibiotics. It is therefore imperative to find effective antimicrobial agents that can address the evolving challenges posed by infectious diseases and antimicrobial resistance. Using artificial transmembrane ion transporters is an emerging and promising avenue to address this issue. We report pyridyl-linked hetero hydrazones as highly efficient transmembrane HCl symporters. These compounds offer an appropriate HCl binding site through cooperative protonation, followed by recognition of chloride ions. HCl transport by these compounds inhibits the growth of different Gram-negative bacterial strains with high efficacy by affecting the cell envelope homeostasis. This specific class of compounds holds substantial promise in the ongoing pursuit of developing highly efficient antibacterial agents.","[('infectious diseases', 'disease', 267, 286)]"
38266643,Apolipoprotein E secreted by astrocytes forms antiparallel dimers in discoidal lipoproteins.,"The Apolipoprotein E gene (APOE) is of great interest due to its role as a risk factor for late-onset Alzheimer's disease. ApoE is secreted by astrocytes in the central nervous system in high-density lipoprotein (HDL)-like lipoproteins. Structural models of lipidated ApoE of high resolution could aid in a mechanistic understanding of how ApoE functions in health and disease. Using monoclonal Fab and F(ab') fragments, we characterize the structure of lipidated ApoE on astrocyte-secreted lipoproteins. Our results provide support for the ""double-belt"" model of ApoE in nascent discoidal HDL-like lipoproteins, where two ApoE proteins wrap around the nanodisc in an antiparallel conformation. We further show that lipidated, recombinant ApoE accurately models astrocyte-secreted ApoE lipoproteins. Cryogenic electron microscopy of recombinant lipidated ApoE further supports ApoE adopting antiparallel dimers in nascent discoidal lipoproteins.","[(""alzheimer's disease"", 'disease', 102, 121)]"
38264573,Severe Acute Liver Injury: First Manifestation of Systemic Lupus Erythematosus.,"Systemic lupus erythematosus (SLE) is a common multisystem disease characterised by a wide variety of presentation patterns and complex manifestations. As a lymphoid organ, the liver plays an important role in the immune response and is a target of autoimmune responses. SLE can affect the liver in approximately 25-60 % of patients during their disease course. Liver dysfunction and SLE can present with complicated differential diagnoses. Liver dysfunction in SLE is usually mild and rarely leads to advanced liver diseases such as cirrhosis and liver failure. Liver dysfunction in SLE is usually caused by non-SLE-related causes such as drug toxicity, fatty liver, alcoholism, and associated autoimmune hepatitis. However, primary liver involvement in SLE is also well-recognised. Patients with SLE who present with acute liver failure are rare. We report a rare case of SLE-associated acute severe liver injury along with a literature review.","[('systemic lupus erythematosus', 'disease', 0, 28), ('sle', 'disease', 30, 33), ('multisystem disease', 'disease', 47, 66), ('sle', 'disease', 271, 274), ('liver dysfunction', 'disease', 362, 379), ('sle', 'disease', 384, 387), ('liver dysfunction', 'disease', 441, 458), ('sle', 'disease', 462, 465), ('liver diseases', 'disease', 511, 525), ('cirrhosis', 'disease', 534, 543), ('liver failure', 'disease', 548, 561), ('liver dysfunction', 'disease', 563, 580), ('sle', 'disease', 584, 587), ('autoimmune hepatitis', 'disease', 695, 715), ('sle', 'disease', 755, 758), ('sle', 'disease', 798, 801), ('acute liver failure', 'disease', 819, 838), ('acute severe liver injury', 'disease', 889, 914)]"
38269779,Public Attitudes Towards Access to Health Data for Research Purposes Through Citizens' Jury in Uganda.,"Citizens juries (CJ) are a method of deliberative action research that have been utilized in countries with well-funded health care systems to address questions about access to health data. Uganda is classified as a low-income country and utilizes a predominantly paper-based health record system. The burgeoning electronic health record in the central area represents an opportunity to collect and analyze longitudinal data on patients living with long term HIV infection and multiple diseases, a hitherto unexplored disease mapping exercise We set out to understand the public perception towards the use of data for research purposes such as this among Ugandans utilizing an adapted strategy sensitive to the local culture. The jury were unanimous that electronic data should be used for research provided certain safeguards are adhered to and most importantly, that consent to do so is obtained on the basis of a clear rationale for the project.","[('hiv infection', 'disease', 459, 472)]"
38263200,Video assisted thorascopic assisted correction of left partial anomalous pulmonary venous connection: one case report.,"The left partial anomalous pulmonary vein connection is a rare congenital heart disease, especially with intact atrial septum. Now we reported a case of the left superior pulmonary vein drainage to left innominate vein through a vertical vein, and corrected with video assisted thoracoscopy.A-59-years old man diagnosed left anomalous partial pulmonary vein connection with presentation of short breathiness and palpation, and diagnosed with computer tomography pulmonary angiography. The operation was carried out under video assisted thoracoscopy with one manipulation incision and one observational incision, the vertical vein was dissected and anastomosis with left atrial appendage. The patients recovered smoothly and postoperative CTPA showed anastomosis ostium was unobstructed.The left lateral thoracotomy and video assisted thoracoscopic surgery is a feasible for correction of left PAPVC with intact interatrial septum without using CPB.","[('left partial anomalous pulmonary vein connection', 'disease', 4, 52), ('congenital heart disease', 'disease', 63, 87), ('left anomalous partial pulmonary vein connection', 'disease', 320, 368), ('left papvc', 'disease', 888, 898)]"
38269431,Exploring the therapeutic potential of focal adhesion kinase inhibition in overcoming chemoresistance in pancreatic ductal adenocarcinoma.,"Pancreatic ductal adenocarcinoma (PDAC) is among the leading causes of cancer-related deaths worldwide. Focal adhesion kinase (FAK) is a nonreceptor tyrosine kinase often overexpressed in PDAC. FAK has been linked to cell migration, survival, proliferation, angiogenesis and adhesion. This review first highlights the chemoresistant nature of PDAC. Second, the role of FAK in PDAC cancer progression and resistance is carefully described. Additionally, it discusses recent developments of FAK inhibitors as valuable drugs in the treatment of PDAC, with a focus on diamine-substituted-2,4-pyrimidine-based compounds, which represent the most potent class of FAK inhibitors in clinical trials for the treatment of PDAC disease. To conclude, relevant computational studies performed on FAK inhibitors are reported to highlight the key structural features required for interaction with the protein, with the aim of optimizing this novel targeted therapy.","[('pancreatic ductal adenocarcinoma', 'disease', 0, 32), ('pdac', 'disease', 34, 38), (' pdac', 'disease', 187, 192), ('pdac', 'disease', 343, 347), ('pdac cancer', 'disease', 376, 387), ('pdac', 'disease', 542, 546), ('pdac disease', 'disease', 712, 724)]"
38269617,PD-1: A critical player and target for immune normalization.,"Immune system imbalances contribute to the pathogenesis of several different diseases, and immunotherapy shows great therapeutic efficacy against tumours and infectious diseases with immune-mediated derivations. In recent years, molecules targeting the programmed cell death protein 1 (PD-1) immune checkpoint have attracted much attention, and related signalling pathways have been studied clearly. At present, several inhibitors and antibodies targeting PD-1 have been utilized as anti-tumour therapies. However, increasing evidence indicates that PD-1 blockade also has different degrees of adverse side effects, and these new explorations into the therapeutic safety of PD-1 inhibitors contribute to the emerging concept that immune normalization, rather than immune enhancement, is the ultimate goal of disease treatment. In this review, we summarize recent advancements in PD-1 research with regard to immune normalization and targeted therapy.","[('tumours', 'disease', 146, 153), ('infectious diseases', 'disease', 158, 177)]"
38269877,NLP-Assisted Differential Diagnosis of Chronic Obstructive Pulmonary Disease Exacerbation.,"Chronic Obstructive Pulmonary Disease (COPD) frequently coincides with other comorbidities such as congestive heart failure, hypertension, coronary artery disease, or atrial fibrillation. The exhibition of overlapping sets of symptoms associated with these conditions prevents early identification of an acute exacerbation upon admission to a hospital. Early identification of the underlying cause of exacerbation allows timely prescription of an optimal treatment plan as well as allows avoiding unnecessary clinical tests and specialist consultations. The aim of this study was to develop a predictive model for early identification of COPD exacerbation by using the clinical notes generated within 24 hours of admission to the hospital. The study cohort included patients with a prior diagnosis of COPD. Four predictive models have been developed, among which the support vector machine showed the best performance based on the resulting 80% F1 score.","[('chronic obstructive pulmonary disease', 'disease', 0, 37), ('copd', 'disease', 39, 43), ('congestive heart failure', 'disease', 99, 123), ('hypertension', 'disease', 125, 137), ('coronary artery disease', 'disease', 139, 162), ('atrial fibrillation', 'disease', 167, 186), ('copd', 'disease', 638, 642), ('copd', 'disease', 801, 805)]"
38268870,Chemical components of Fu brick tea and its potential preventive effects on metabolic syndrome.,"As living standards advance, an escalating emphasis is placed on health, particularly in relation to prevalent chronic metabolic disorders. It is necessary to explore safe and effective functional foods or drugs. Fu brick tea (FBT) is a kind of dark tea fermented by fungi. The extracts are rich in compounds that can effectively relieve metabolic diseases such as hyperglycemia and hyperlipidemia, protect the liver, improve human immunity, enhance antioxidant activity, and regulate intestinal flora. This paper summarizes the biological activities and mechanisms of the extracts, polysaccharides, and small molecular compounds of FBT, which provides a certain theoretical basis for the rational, systematic, comprehensive development and utilization of the FBT resources. It is expected to develop and apply these active substances in health care products and natural medicines and provide more beneficial and diversified FBT products for human beings.","[('chronic metabolic disorders', 'disease', 111, 138), ('metabolic diseases', 'disease', 338, 356), ('hyperglycemia', 'disease', 365, 378), ('hyperlipidemia', 'disease', 383, 397)]"
